iter	Logloss
0	0.4816357666
1	0.3341614515
2	0.2419831741
3	0.1854984582
4	0.1475726012
5	0.1282943412
6	0.1060581442
7	0.09494255498
8	0.08524517507
9	0.07887129077
10	0.07033051836
11	0.0660018899
12	0.06216757328
13	0.05836067152
14	0.0545676066
15	0.05105189388
16	0.04822729561
17	0.046456918
18	0.04507247431
19	0.04361183394
20	0.04253967706
21	0.04031666587
22	0.03937980435
23	0.03713470529
24	0.03612935807
25	0.03471861658
26	0.03388971878
27	0.03316580858
28	0.03241710575
29	0.0310400882
30	0.03078932285
31	0.02965818242
32	0.02911676534
33	0.0285456492
34	0.02724784599
35	0.0270264034
36	0.02661292766
37	0.02614289408
38	0.02583639562
39	0.02581026538
40	0.02572305481
41	0.0254546199
42	0.02492638377
43	0.02452071738
44	0.02375340954
45	0.02303850095
46	0.02253691671
47	0.02253687373
48	0.02250303395
49	0.02217748203
50	0.02178212975
51	0.02150982951
52	0.02134841048
53	0.02084436628
54	0.02059447155
55	0.02012485762
56	0.01985630286
57	0.01924287644
58	0.01887962634
59	0.01848030272
60	0.01839859127
61	0.01817809397
62	0.01803474302
63	0.01789595463
64	0.01783718491
65	0.01760839378
66	0.01737830327
67	0.01692723463
68	0.01645002372
69	0.01631489448
70	0.01606522925
71	0.01580594896
72	0.0156761855
73	0.01551971006
74	0.01519239832
75	0.0149292567
76	0.01462021668
77	0.01457351687
78	0.01443501189
79	0.01415214655
80	0.01401414536
81	0.01401415738
82	0.01391382633
83	0.01388556398
84	0.01369040317
85	0.01347142453
86	0.01330751349
87	0.01314674834
88	0.01299413604
89	0.01276455297
90	0.01266610522
91	0.0123805049
92	0.01234405145
93	0.01223113757
94	0.01209173756
95	0.01194818444
96	0.011811385
97	0.01170718278
98	0.01150709514
99	0.01139388911
100	0.01131083093
101	0.01123060681
102	0.01118900796
103	0.01108165731
104	0.01094707084
105	0.01091238704
106	0.01077954035
107	0.01054419153
108	0.01035910585
109	0.01026165039
110	0.009988522876
111	0.009769951869
112	0.009673618742
113	0.009505471535
114	0.009435049717
115	0.009366421594
116	0.009219967381
117	0.009090719376
118	0.008975957531
119	0.008893623891
120	0.008832556679
121	0.008766341155
122	0.008699900508
123	0.008519975168
124	0.0084583375
125	0.008307884994
126	0.008251291819
127	0.00818658294
128	0.008105300236
129	0.008048896848
130	0.007997362007
131	0.007950186092
132	0.007863380601
133	0.00781980446
134	0.007732974199
135	0.007693105658
136	0.007656426353
137	0.007531937613
138	0.007454470699
139	0.007421666561
140	0.007329874862
141	0.007299292443
142	0.007192481284
143	0.007163649574
144	0.007049275683
145	0.006978774818
146	0.006950881847
147	0.006925085285
148	0.006843844473
149	0.006781005787
150	0.00675625506
151	0.006695348129
152	0.006672215516
153	0.006600717263
154	0.006573838437
155	0.006504460998
156	0.006441572771
157	0.006413490741
158	0.006289480295
159	0.006264786032
160	0.006245094734
161	0.006226310118
162	0.006166097132
163	0.006093603678
164	0.006012423335
165	0.005979987116
166	0.005896218593
167	0.00584600571
168	0.005821423279
169	0.005772109064
170	0.005755668929
171	0.005734444029
172	0.00566025232
173	0.005589412678
174	0.005564648837
175	0.005546844853
176	0.005532737175
177	0.005508004663
178	0.005444023243
179	0.005379828722
180	0.005334883268
181	0.005281615567
182	0.005224470513
183	0.005187965696
184	0.00516947323
185	0.005116950837
186	0.005100203617
187	0.005049894565
188	0.005001288138
189	0.004966989376
190	0.004967009047
191	0.004951309848
192	0.004934315284
193	0.004914951106
194	0.004871071523
195	0.004831001538
196	0.004780024404
197	0.004743362584
198	0.004706988907
199	0.004690220194
200	0.004631435898
201	0.004608899241
202	0.004586482066
203	0.004558240848
204	0.004527190699
205	0.004511891475
206	0.004494933339
207	0.004480645345
208	0.00444927099
209	0.004414876788
210	0.004391214518
211	0.004362296475
212	0.004339118692
213	0.004313511553
214	0.004281305921
215	0.004236125873
216	0.004216094706
217	0.004192990871
218	0.004168151625
219	0.004153759813
220	0.004133325392
221	0.004114028604
222	0.004095930649
223	0.004075327932
224	0.004035908908
225	0.004022391722
226	0.004009749527
227	0.003993255478
228	0.003965699099
229	0.003946501759
230	0.003927637367
231	0.003910547727
232	0.003910365953
233	0.003892240677
234	0.003877762531
235	0.003867552606
236	0.003852863181
237	0.00385287848
238	0.003823966266
239	0.003813965435
240	0.003794101106
241	0.003770798741
242	0.003761466356
243	0.003761406979
244	0.003751696841
245	0.003739261554
246	0.003739249169
247	0.003739226584
248	0.003739267747
249	0.003713733099
250	0.00370500177
251	0.003704955143
252	0.003704937657
253	0.003704867352
254	0.003704633487
255	0.003690687548
256	0.003690674434
257	0.003690661685
258	0.003690660956
259	0.003690623436
260	0.003690602672
261	0.003690606679
262	0.003690578994
263	0.003690566244
264	0.003690532002
265	0.003690524717
266	0.003690517431
267	0.003690510874
268	0.003690272638
269	0.003690251146
270	0.003690257703
271	0.00369018339
272	0.003690146598
273	0.003690124013
274	0.003690097057
275	0.003690115271
276	0.003690060265
277	0.003690018373
278	0.003690004531
279	0.003690019466
280	0.003690007081
281	0.003690008538
282	0.00368999506
283	0.00369000016
284	0.00369000271
285	0.003689856999
286	0.003689843521
287	0.003689787058
288	0.003689779044
289	0.003689784873
290	0.003689748081
291	0.003689734967
292	0.003689710196
293	0.003689670126
294	0.003689682511
295	0.003689646812
296	0.003689597635
297	0.003689597635
298	0.003689597635
299	0.003689597635
300	0.003689597635
301	0.003689597635
302	0.003689597635
303	0.003689597635
304	0.003689597635
305	0.003689597635
306	0.003689597635
307	0.003689597635
308	0.003689597635
309	0.003689597635
310	0.003689597635
311	0.003689597635
312	0.003689597635
313	0.003689597635
314	0.003689597635
315	0.003689597635
316	0.003689597635
317	0.003689597635
318	0.003689597635
319	0.003689597635
320	0.003689597635
321	0.003689597635
322	0.003689597635
323	0.003689597635
324	0.003689597635
325	0.003689597635
326	0.003689597635
327	0.003689597635
328	0.003689597635
329	0.003689597635
330	0.003689597635
331	0.003689597635
332	0.003689597635
333	0.003689597635
334	0.003689597635
335	0.003689597635
336	0.003689597635
337	0.003689597635
338	0.003689597635
339	0.003689597635
340	0.003689597635
341	0.003689597635
342	0.003689597635
343	0.003689597635
344	0.003689597635
345	0.003689597635
346	0.003689597635
347	0.003689597635
348	0.003689597635
349	0.003689597635
350	0.003689597635
351	0.003689597635
352	0.003689597635
353	0.003689597635
354	0.003689597635
355	0.003689597635
356	0.003689597635
357	0.003689597635
358	0.003689597635
359	0.003689597635
360	0.003689597635
361	0.003689597635
362	0.003689597635
363	0.003689597635
364	0.003689597635
365	0.003689597635
366	0.003689597635
367	0.003689597635
368	0.003689597635
369	0.003689597635
370	0.003689597635
371	0.003689597635
372	0.003689597635
373	0.003689597635
374	0.003689597635
375	0.003689597635
376	0.003689597635
377	0.003689597635
378	0.003689597635
379	0.003689597635
380	0.003689597635
381	0.003689597635
382	0.003689597635
383	0.003689597635
384	0.003689597635
385	0.003689597635
386	0.003689597635
387	0.003689597635
388	0.003689597635
389	0.003689597635
390	0.003689597635
391	0.003689597635
392	0.003689597635
393	0.003689597635
394	0.003689597635
395	0.003689597635
396	0.003689597635
397	0.003689597635
398	0.003689597635
399	0.003689597635
400	0.003689597635
401	0.003689597635
402	0.003689597635
403	0.003689597635
404	0.003689597635
405	0.003689597635
406	0.003689597635
407	0.003689597635
408	0.003689597635
409	0.003689597635
410	0.003689597635
411	0.003689597635
412	0.003689597635
413	0.003689597635
414	0.003689597635
415	0.003689597635
416	0.003689597635
417	0.003689597635
418	0.003689597635
419	0.003689597635
420	0.003689597635
421	0.003689597635
422	0.003689597635
423	0.003689597635
424	0.003689597635
425	0.003689597635
426	0.003689597635
427	0.003689597635
428	0.003689597635
429	0.003689597635
430	0.003689597635
431	0.003689597635
432	0.003689597635
433	0.003689597635
434	0.003689597635
435	0.003689597635
436	0.003689597635
437	0.003689597635
438	0.003689597635
439	0.003689597635
440	0.003689597635
441	0.003689597635
442	0.003689597635
443	0.003689597635
444	0.003689597635
445	0.003689597635
446	0.003689597635
447	0.003689597635
448	0.003689597635
449	0.003689597635
450	0.003689597635
451	0.003689597635
452	0.003689597635
453	0.003689597635
454	0.003689597635
455	0.003689597635
456	0.003689597635
457	0.003689597635
458	0.003689597635
459	0.003689597635
460	0.003689597635
461	0.003689597635
462	0.003689597635
463	0.003689597635
464	0.003689597635
465	0.003689597635
466	0.003689597635
467	0.003689597635
468	0.003689597635
469	0.003689597635
470	0.003689597635
471	0.003689597635
472	0.003689597635
473	0.003689597635
474	0.003689597635
475	0.003689597635
476	0.003689597635
477	0.003689597635
478	0.003689597635
479	0.003689597635
480	0.003689597635
481	0.003689597635
482	0.003689597635
483	0.003689597635
484	0.003689597635
485	0.003689597635
486	0.003689597635
487	0.003689597635
488	0.003689597635
489	0.003689597635
490	0.003689597635
491	0.003689597635
492	0.003689597635
493	0.003689597635
494	0.003689597635
495	0.003689597635
496	0.003689597635
497	0.003689597635
498	0.003689597635
499	0.003689597635
500	0.003689597635
501	0.003689597635
502	0.003689597635
503	0.003689597635
504	0.003689597635
505	0.003689597635
506	0.003689597635
507	0.003689597635
508	0.003689597635
509	0.003689597635
510	0.003689597635
511	0.003689597635
512	0.003689597635
513	0.003689597635
514	0.003689597635
515	0.003689597635
516	0.003689597635
517	0.003689597635
518	0.003689597635
519	0.003689597635
520	0.003689597635
521	0.003689597635
522	0.003689597635
523	0.003689597635
524	0.003689597635
525	0.003689597635
526	0.003689597635
527	0.003689597635
528	0.003689597635
529	0.003689597635
530	0.003689597635
531	0.003689597635
532	0.003689597635
533	0.003689597635
534	0.003689597635
535	0.003689597635
536	0.003689597635
537	0.003689597635
538	0.003689597635
539	0.003689597635
540	0.003689597635
541	0.003689597635
542	0.003689597635
543	0.003689597635
544	0.003689597635
545	0.003689597635
546	0.003689597635
547	0.003689597635
548	0.003689597635
549	0.003689597635
550	0.003689597635
551	0.003689597635
552	0.003689597635
553	0.003689597635
554	0.003689597635
555	0.003689597635
556	0.003689597635
557	0.003689597635
558	0.003689597635
559	0.003689597635
560	0.003689597635
561	0.003689597635
562	0.003689597635
563	0.003689597635
564	0.003689597635
565	0.003689597635
566	0.003689597635
567	0.003689597635
